Author,Rating,Review Text,Review Text Length,Word Count,Avg Word Length,Rating Binary,Sentiment Polarity,Sentiment
jignesh goti,1,option give zero star gener dont write harsh word busi sent passport stamp ottawa charg offens pay healthi amount custom expect get correct inform didnt guid take pictur return envelop hope get passport back dont inform would never happi visit untrain repres offer servic,271,44,5.181818181818182,0,-0.1,neutral
Anastasia VLS,5,receiv great custom servic mohini appreci help,46,7,5.714285714285714,1,0.8,positive
Neha Neha,1,ladi work today januari rude help deserv custom servic came drop packag alreadi paid alway avoid come locat peopl wast time j took chanc line huge wrong egoist attitud upset much someon must take ruin canad post reput best locat custom servic chinguacousi sandalwood sandalwood dixi never come agian,299,49,5.122448979591836,0,0.16,neutral
vivian gray,4,great custom servic thing slow sometim one work person alway get anoth person line realli long,94,16,4.9375,1,0.15,neutral
Azeem anif,1,person counter canada post extrem slow turtl move faster disappoint expect better servic come,93,14,5.714285714285714,0,0.09999999999999998,neutral
Hemantkumar Vaghela,1,bad behaviour person name john give respons properli behaviour weird like stand return everyon reason behav like privat store canada post,137,21,5.571428571428571,0,-0.5999999999999999,negative
sarabjeet singh,1,note left hous say store open till pm friday howev arriv dstore pm say close pm even close pm laxk courtesi,107,21,4.142857142857143,0,0.0,neutral
Austin Boucinha,1,worst canada post locat brampton far frustrat undeliv packag end mean deal poor posit locat incred rude lazi staff work also your go employe take break canadapost that perfectli well good make sure someon cover front desk time there absolut reason taxpay need wait upward minut locat serv cant even believ issu first place joke,327,55,4.963636363636364,0,-0.05781249999999999,neutral
Ishpal Singh,1,wish give zero star ladi behind counter rude manag need see need replac,71,13,4.538461538461538,0,-0.35,negative
Hero Certified Burgers Derry & McLaughlin,1,avoid locat cost complet verif process open bank account simplii financialwhich simpli turn pain complic process open bank account bank email letter barcod instruct follow part requir verifi identif letter clearli state valid providenti driver licens suffici enough complet verif process took driver licens barcod post offic deni man british scottish accent behind counter simpl verif process want show mail bank statement also show residenti address even though alreadi provid valid govern id show residenti address driver licens told letter scan show differ instruct said didnt care didnt even bother even read ask could clarifi end becuas letter wasnt small onlin merchant accord email receiv simplii fincaci cibc bank subsidiari partner canada post would send instruct million other potenti client kept say didnt care didnt carri insur polici ask supervisor show letter also tri justifi requir say canada post system ask requir never requir proof address provid valid driver licens alreadi address carri mail address need show govern id like passport address common sens told could show passport two peic id requir also common practic bank want show mail address first time im request strength thing post offic sinc ignor legitimaci govern id look authent bill final call canada post custom servic rep confirm didnt provid secondari mail address proof address driver licens valid non two staff dealt clue standard requir end wast time man theori verif file complaint locat one els gon na wast time energi like favor avoid locat cost,1536,242,5.351239669421488,0,-0.10961538461538461,neutral
Jessica Till,5,great spot pick fun gift especi kid goto shop squishmallow staff couldnt nicer,78,13,5.076923076923077,1,0.55,positive
K Skinner,5,friendli peopl run canada post offic profession quick alway go servic excel consist,83,13,5.461538461538462,1,0.3333333333333333,positive
Uli Najaf,5,kind posit polit custom servic come thank,41,7,5.0,1,0.6,positive
Shevch_dn S.D.official,5,late work ask guy job soon possibl exactli minut later left offic parcel thank excel servic good mood put star,110,20,4.55,1,0.09999999999999999,neutral
leufkensphoto,5,use canada post locat two year never problem alway friendli servic packag handl care staff great help time get best servic item ship evergreen continu go post offic midtown area,177,30,4.933333333333334,1,0.9,positive
kuro,1,older asian gentlemen even train properli use qr code ship label attempt charg use servic ask could confirm supervisor head offic tri direct rexal manag charg canada post kiosk left go canada post shopper locat got confirm staff charg qr code ship label also process packag spot,278,47,4.9361702127659575,0,0.06666666666666667,neutral
Romana Huq,4,alway good patient servic canada post associ demand posit let fair keep good work,81,14,4.857142857142857,1,0.6999999999999998,positive
AMIT SHARMA 9,1,unprofession call phone send letter arriv hour close time black ladi counter said cant accept post told talk come acceptedwhat ask much time take deliv know rexal employe work canada post final took letter back wast time,220,37,4.972972972972973,0,0.008333333333333338,neutral
Emily S,5,older asian gentleman polit profession never issu locat tape isnt expens go dollarama buy tape return readi go end stori,120,20,5.05,1,0.08333333333333333,neutral
Usman USI,5,never encount wait time good servic speedi transact would recommend insid rexal,79,12,5.666666666666667,1,0.7,positive
Krutang Patel,5,fantast experi canada post today visit return amazon order staff member assist lubna incred polit help throughout entir process went beyond ensur packag secur pack readi ship dedic custom servic impress felt confid packag good hand thank outstand experi,253,39,5.512820512820513,1,0.7,positive
Kaila Mervin,1,tri ship someth wrong label big deal ladi work black ladi sure name rude start interact didnt explain thing properli rush tri charg thing even explain happen horribl experi made feel anxiou point leav head differ locat also headphon whole time super unprofession,262,43,5.116279069767442,0,0.00952380952380953,neutral
radhika maggi,1,ive worst experi store there black ladi work even canada post she extrem rude reason help extrem unprofession shout loud reason instead help make other seem like theyr dumb shout say dont know your talk seem like she will work dont understand she work first place hate job much disappoint etiquett sens noth eventu head locat second time row she good noth,355,62,4.741935483870968,0,-0.1378787878787879,neutral
krunal patel,1,senseless servic one ladi doesnt respect toward custom liter felt like garbag servic alway give improp answer bad manner would say start recommend one star post review otherwis would give lowest one,198,32,5.21875,0,-0.6999999999999998,negative
bill Mewho,2,ive seen mix review good bad experi also depend work short distanc home get mani item deliv well mail item ive met nice peopl work probabl offic get good review give star one particular person star much sent sever letter limit thick mm limit mm long pass slot good ive send sever ident shape letter differ locat also offic person work refus send matter name sonia horribl custom servic skill saniti client go canada post reput much better would take job doesnt need deal peopl,476,85,4.6117647058823525,0,0.2287878787878788,positive
